date,11th_Street_Congestion_Index,11th_Street_Congestion_Length,11th_Street_average_speed,Eight_Ke_line_Congestion_Index,Eight_Ke_line_Congestion_Length,Eight_Ke_line_average_speed,Binsheng_Road_Congestion_Index,Binsheng_Road_Congestion_Length,Binsheng_Road_average_speed
2024/1/24 12:45,1.119,0,32.1,1.132,0.00,30.538,1.139,0.00,28.302
2024/1/24 12:50,1.104,0,32.534,1.142,0.00,30.270,1.126,0.00,28.634
2024/1/24 12:55,1.083,0,33.146,1.127,0.00,30.652,1.115,0.00,28.907
2024/1/24 13:00,1.101,0,32.599,1.122,0.00,30.797,1.114,0.00,28.944
2024/1/24 13:05,1.108,0,32.409,1.123,0.00,30.770,1.108,0.00,29.092
2024/1/24 13:10,1.116,0,32.181,1.134,0.00,30.472,1.107,0.00,29.124
2024/1/24 13:15,1.126,0,31.896,1.114,0.00,31.011,1.114,0.00,28.943
2024/1/24 13:20,1.109,0,32.376,1.118,0.00,30.906,1.107,0.00,29.132
2024/1/24 13:25,1.112,0,32.289,1.134,0.00,30.479,1.124,0.00,28.690
2024/1/24 13:30,1.116,0,32.189,1.127,0.00,30.666,1.117,0.00,28.870
2024/1/24 13:35,1.125,0,31.922,1.141,0.00,30.281,1.114,0.00,28.927
2024/1/24 13:40,1.12,0,32.055,1.125,0.00,30.706,1.116,0.00,28.898
2024/1/24 13:45,1.107,0,32.426,1.129,0.00,30.613,1.113,0.00,28.971
2024/1/24 13:50,1.11,0,32.336,1.148,0.00,30.089,1.120,0.00,28.780
2024/1/24 13:55,1.105,0,32.491,1.125,0.00,30.711,1.130,0.00,28.531
2024/1/24 14:00,1.118,0,32.11,1.136,0.00,30.417,1.105,0.00,29.176
2024/1/24 14:05,1.117,0,32.133,1.172,0.03,29.476,1.200,0.09,26.866
2024/1/24 14:10,1.086,0,33.052,1.200,0.04,28.784,1.168,0.04,27.603
2024/1/24 14:15,1.099,0,32.687,1.161,0.02,29.765,1.147,0.00,28.113
2024/1/24 14:20,1.092,0,32.879,1.127,0.00,30.654,1.119,0.00,28.797
2024/1/24 14:25,1.096,0,32.775,1.127,0.00,30.653,1.113,0.00,28.962
2024/1/24 14:30,1.114,0,32.233,1.146,0.01,30.152,1.113,0.00,28.966
2024/1/24 14:35,1.097,0,32.728,1.137,0.00,30.396,1.113,0.00,28.974
2024/1/24 14:40,1.106,0,32.463,1.128,0.00,30.623,1.113,0.00,28.951
2024/1/24 14:45,1.096,0,32.769,1.128,0.00,30.624,1.143,0.00,28.201
2024/1/24 14:50,1.087,0,33.048,1.129,0.00,30.592,1.107,0.00,29.120
2024/1/24 14:55,1.098,0,32.701,1.116,0.00,30.960,1.108,0.00,29.092
2024/1/24 15:00,1.12,0,32.062,1.116,0.00,30.973,1.100,0.00,29.299
2024/1/24 15:05,1.114,0,32.219,1.127,0.00,30.659,1.098,0.00,29.347
2024/1/24 15:10,1.094,0,32.81,1.126,0.00,30.685,1.111,0.00,29.023
2024/1/24 15:15,1.111,0,32.312,1.115,0.00,30.990,1.121,0.00,28.753
2024/1/24 15:20,1.102,0,32.588,1.125,0.00,30.714,1.127,0.00,28.614
2024/1/24 15:25,1.088,0,32.994,1.127,0.00,30.663,1.122,0.00,28.732
2024/1/24 15:30,1.102,0,32.584,1.170,0.00,29.541,1.112,0.00,28.995
2024/1/24 15:35,1.09,0,32.957,1.150,0.02,30.036,1.142,0.00,28.231
2024/1/24 15:40,1.069,0,33.575,1.118,0.00,30.894,1.136,0.00,28.385
2024/1/24 15:45,1.094,0,32.814,1.120,0.00,30.864,1.125,0.00,28.662
2024/1/24 15:50,1.123,0,31.978,1.128,0.00,30.643,1.135,0.00,28.397
2024/1/24 15:55,1.093,0,32.854,1.121,0.00,30.821,1.124,0.00,28.682
2024/1/24 16:00,1.093,0,32.849,1.122,0.00,30.793,1.140,0.00,28.272
2024/1/24 16:05,1.106,0,32.478,1.114,0.00,31.010,1.138,0.00,28.315
2024/1/24 16:10,1.108,0,32.404,1.124,0.00,30.734,1.138,0.00,28.330
2024/1/24 16:15,1.093,0,32.846,1.129,0.00,30.617,1.127,0.00,28.603
2024/1/24 16:20,1.115,0,32.193,1.127,0.00,30.655,1.140,0.00,28.277
2024/1/24 16:25,1.113,0,32.274,1.123,0.00,30.765,1.111,0.00,29.008
2024/1/24 16:30,1.09,0,32.937,1.131,0.00,30.539,1.125,0.01,28.643
2024/1/24 16:35,1.086,0,33.071,1.135,0.00,30.450,1.136,0.00,28.373
2024/1/24 16:40,1.089,0,32.987,1.141,0.00,30.272,1.157,0.00,27.851
2024/1/24 16:45,1.118,0,32.126,1.129,0.00,30.615,1.128,0.00,28.585
2024/1/24 16:50,1.117,0.01,32.148,1.142,0.00,30.266,1.152,0.00,27.995
2024/1/24 16:55,1.106,0,32.456,1.153,0.00,29.978,1.155,0.00,27.921
2024/1/24 17:00,1.114,0,32.239,1.154,0.00,29.940,1.125,0.00,28.647
2024/1/24 17:05,1.139,0,31.519,1.150,0.00,30.053,1.150,0.00,28.042
2024/1/24 17:10,1.151,0.01,31.195,1.141,0.01,30.288,1.173,0.00,27.493
2024/1/24 17:15,1.13,0,31.79,1.154,0.00,29.945,1.146,0.00,28.124
2024/1/24 17:20,1.116,0,32.17,1.169,0.00,29.552,1.140,0.00,28.272
2024/1/24 17:25,1.134,0,31.677,1.137,0.00,30.382,1.139,0.00,28.312
2024/1/24 17:30,1.137,0,31.585,1.140,0.00,30.312,1.160,0.00,27.778
2024/1/24 17:35,1.117,0.06,32.146,1.142,0.00,30.245,1.147,0.00,28.103
2024/1/24 17:40,1.13,0.03,31.774,1.137,0.00,30.385,1.153,0.00,27.966
2024/1/24 17:45,1.097,0,32.73,1.135,0.00,30.436,1.146,0.00,28.122
2024/1/24 17:50,1.097,0,32.74,1.161,0.01,29.767,1.138,0.00,28.325
2024/1/24 17:55,1.104,0,32.528,1.131,0.00,30.563,1.137,0.00,28.358
2024/1/24 18:00,1.093,0,32.843,1.148,0.00,30.108,1.127,0.00,28.595
2024/1/24 18:05,1.096,0,32.761,1.153,0.00,29.972,1.128,0.00,28.572
2024/1/24 18:10,1.123,0,31.973,1.171,0.01,29.517,1.146,0.00,28.118
2024/1/24 18:15,1.106,0,32.472,1.170,0.03,29.527,1.126,0.00,28.616
2024/1/24 18:20,1.104,0,32.539,1.141,0.00,30.286,1.138,0.00,28.328
2024/1/24 18:25,1.092,0,32.889,1.131,0.00,30.553,1.140,0.00,28.282
2024/1/24 18:30,1.078,0,33.297,1.133,0.00,30.506,1.132,0.00,28.480
2024/1/24 18:35,1.101,0,32.628,1.136,0.04,30.420,1.138,0.00,28.326
2024/1/24 18:40,1.116,0,32.161,1.130,0.01,30.578,1.117,0.00,28.868
2024/1/24 18:45,1.112,0,32.297,1.122,0.00,30.791,1.150,0.00,28.039
2024/1/24 18:50,1.131,0,31.75,1.112,0.00,31.068,1.129,0.00,28.557
2024/1/24 18:55,1.113,0,32.259,1.117,0.00,30.948,1.142,0.00,28.223
2024/1/24 19:00,1.099,0,32.673,1.129,0.00,30.605,1.133,0.00,28.445
2024/1/24 19:05,1.09,0,32.945,1.120,0.00,30.854,1.123,0.00,28.710
2024/1/24 19:10,1.091,0,32.9,1.112,0.00,31.087,1.104,0.00,29.203
2024/1/24 19:15,1.093,0,32.851,1.123,0.00,30.768,1.119,0.00,28.800
2024/1/24 19:20,1.099,0,32.658,1.125,0.00,30.726,1.127,0.00,28.591
2024/1/24 19:25,1.103,0,32.561,1.103,0.00,31.331,1.137,0.00,28.348
2024/1/24 19:30,1.112,0,32.3,1.122,0.00,30.786,1.134,0.00,28.425
2024/1/24 19:35,1.127,0,31.851,1.129,0.00,30.605,1.117,0.00,28.850
2024/1/24 19:40,1.117,0,32.134,1.123,0.00,30.773,1.121,0.00,28.758
2024/1/24 19:45,1.12,0,32.059,1.117,0.00,30.941,1.120,0.00,28.782
2024/1/24 19:50,1.104,0,32.526,1.106,0.00,31.237,1.125,0.00,28.644
2024/1/24 19:55,1.096,0,32.756,1.110,0.00,31.124,1.129,0.00,28.551
2024/1/24 20:00,1.08,0,33.248,1.101,0.00,31.396,1.126,0.00,28.629
2024/1/24 20:05,1.096,0,32.77,1.093,0.00,31.611,1.129,0.00,28.565
2024/1/24 20:10,1.098,0,32.691,1.106,0.00,31.238,1.132,0.00,28.469
2024/1/24 20:15,1.106,0,32.479,1.118,0.00,30.904,1.114,0.00,28.947
2024/1/24 20:20,1.084,0,33.135,1.123,0.00,30.778,1.127,0.00,28.606
2024/1/24 20:25,1.094,0,32.823,1.102,0.00,31.366,1.131,0.00,28.503
2024/1/24 20:30,1.099,0,32.665,1.102,0.00,31.358,1.128,0.00,28.587
2024/1/24 20:35,1.084,0,33.112,1.110,0.00,31.134,1.123,0.00,28.702
2024/1/24 20:40,1.1,0,32.632,1.107,0.00,31.219,1.119,0.00,28.813
2024/1/24 20:45,1.093,0,32.864,1.111,0.00,31.110,1.135,0.00,28.409
2024/1/24 20:50,1.095,0,32.791,1.119,0.00,30.875,1.121,0.00,28.767
2024/1/24 20:55,1.122,0,32.017,1.111,0.00,31.101,1.122,0.00,28.730
2024/1/24 21:00,1.101,0,32.599,1.096,0.00,31.532,1.119,0.00,28.797
2024/1/24 21:05,1.106,0,32.47,1.119,0.00,30.888,1.115,0.00,28.913
2024/1/24 21:10,1.085,0,33.099,1.119,0.00,30.868,1.112,0.00,28.992
2024/1/24 21:15,1.091,0,32.918,1.128,0.00,30.623,1.118,0.00,28.828
2024/1/24 21:20,1.098,0,32.708,1.111,0.00,31.105,1.106,0.00,29.155
2024/1/24 21:25,1.092,0,32.871,1.119,0.00,30.879,1.105,0.00,29.181
2024/1/24 21:30,1.095,0,32.784,1.134,0.00,30.474,1.100,0.00,29.293
2024/1/24 21:35,1.112,0,32.291,1.116,0.00,30.954,1.108,0.00,29.083
2024/1/24 21:40,1.117,0,32.132,1.098,0.00,31.465,1.107,0.00,29.109
2024/1/24 21:45,1.111,0,32.327,1.099,0.00,31.454,1.092,0.00,29.514
2024/1/24 21:50,1.116,0,32.181,1.117,0.00,30.942,1.099,0.00,29.337
2024/1/24 21:55,1.116,0,32.188,1.120,0.00,30.840,1.095,0.00,29.446
2024/1/24 22:00,1.085,0,33.079,1.107,0.00,31.202,1.103,0.00,29.227
2024/1/24 22:05,1.07,0,33.556,1.097,0.00,31.491,1.090,0.00,29.563
2024/1/24 22:10,1.084,0,33.116,1.070,0.01,32.303,1.108,0.00,29.096
2024/1/24 22:15,1.074,0,33.432,1.050,0.00,32.895,1.108,0.00,29.103
2024/1/24 22:20,1.075,0,33.416,1.033,0.00,33.434,1.096,0.00,29.402
2024/1/24 22:25,1.095,0,32.802,1.040,0.00,33.212,1.103,0.00,29.218
2024/1/24 22:30,1.091,0,32.905,1.051,0.00,32.865,1.088,0.00,29.636
2024/1/24 22:35,1.05,0,34.203,1.057,0.00,32.679,1.094,0.00,29.476
2024/1/24 22:40,1.061,0,33.842,1.049,0.00,32.946,1.096,0.00,29.408
2024/1/24 22:45,1.094,0,32.831,1.064,0.00,32.485,1.054,0.00,30.588
2024/1/24 22:50,1.087,0,33.02,1.091,0.00,31.681,1.062,0.00,30.350
